file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
製圖學 [Seeker][event],,製圖學,,Seeker,None,None,1,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 策略.,"<b>調查</b>。將你的<wil>或<agi>加入你這次調查的技能值。如果你成功，不發現此地點的線索，改為疊加製圖學在此地點。每個地點限制1張。
降低疊加地點所有技能檢定的難度1點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09048.png,1.25,0,118,Pixoloid Studios,TheScarletKeysInv,48
存在成謎 (1) [Seeker][event],,存在成謎,,Seeker,None,None,1,1,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 悖論.,"<b>談判</b>。選擇你所在地點的一名非<b><i>精英</i></b>敵人並檢定<wil>或<int>(8)。你每有1張其它手牌，這次檢定難度-1。如果你成功，自動躲避所選的敵人並疊加存在成謎到該敵人。
被疊加的敵人獲得冷漠。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09052.png,1.25,0,118,Adam Doyle,TheScarletKeysInv,52
指導 (1) [Seeker][event],,指導,,Seeker,None,None,0,1,None,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察.,選擇你所在地點的另一位本輪尚未進行其回合的調查員。所選調查員本輪在其回合中每項技能+1，並且可以進行額外一次行動。打出指導不會引起趁亂攻擊。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09053.png,1.25,0,118,Bryce Cook,TheScarletKeysInv,53
地下酒友 [Rogue][event],,地下酒友,,Rogue,None,None,0,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",恩惠.,"特製。在你購買地下酒友時，選擇一個<b><i>屬性</i></b>並記錄在其升級卡上。
查看你牌堆頂部的6張卡牌。對於查看到的每張帶有所選<b><i>屬性</i></b>的卡牌，你可以花費1資源來將該卡牌加入你的手牌。將剩餘卡牌混洗入你的牌堆。","
""很高興和你做生意，歐巴尼恩女士。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09060.png,1.25,0,118,Borja Pindado,TheScarletKeysInv,60
磨練本能 [Rogue][event],,磨練本能,,Rogue,None,None,1,0,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",局勢.,"特製。快速。只能在達成以下條件之一後打出本卡牌：
<bul> 密謀或場景推進。
<bul> 你技能檢定成功且超過難度至少3點。
立即進行一次行動，如同在你的回合(每輪最多一次)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09061.png,1.25,0,118,Tiziano Baracchi,TheScarletKeysInv,61
隱藏口袋 [Rogue][event],,隱藏口袋,,Rogue,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",升級. 違法.,"快速。只能在你的回合中打出。
疊加到你控制的<b><i>服裝</i></b>或<b><i>護甲</i></b>支援卡。
被疊加的支援卡獲得：""你擁有額外1個手部或飾品槽位(由你選擇)，只能用於放置<b><i>違法</i></b>支援卡。""","
""謝天謝地！它有口袋！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09065.png,1.25,0,118,Pixoloid Studios,TheScarletKeysInv,65
打帶跑 [Rogue][event],,打帶跑,,Rogue,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略. 技巧.,"快速。只能在你的回合中打出。
將你手牌中的一張<b><i>盟友</i></b>支援卡放置入場。當你的回合結束時，如果該支援卡仍然在場，將其返回你的手牌。","
""這時機恰到好處，費格斯先生。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09066.png,1.25,0,118,Robert Laskey,TheScarletKeysInv,66
交給我吧！ [Rogue][event],,"""交給我吧！""",,Rogue,None,None,0,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",技巧. 升級. 違法.,"快速。在你成功躲避<b><i>類人</i></b>敵人或調查成功時打出。
打出你手牌中的一張<b><i>道具</i></b>支援卡，降低其費用X點，其中X為你成功且超過難度的數量。疊加""交給我吧！""到該支援卡。被疊加的支援卡獲得<b><i>違法</i></b>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09067.png,1.25,0,118,Aleksander Karcz,TheScarletKeysInv,67
直搗蜂窩 [Rogue][event],,直搗蜂窩,,Rogue,None,None,0,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",局勢. 策略.,在遭遇牌堆頂部9張卡牌中查找一名非<b><i>精英</i></b>敵人，<i>(不將其生成在原本生成地點，改為)</i>將其生成並與你交戰。然後，發現你所在地點的1個線索並獲得X資源，其中X為該敵人的生命值。混洗遭遇牌堆。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09068.png,1.25,0,118,Aleksander Karcz,TheScarletKeysInv,68
調頭就跑 [Rogue][event],,調頭就跑,,Rogue,None,None,2,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",技巧.,"快速。在一名敵人攻擊你時打出。
<b>躲避</b>。嘗試躲避該攻擊敵人。如果你成功，取消該敵人的攻擊。","
他會離開視線，但不會離開心頭。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09069.png,1.25,0,118,Adam Schumpert,TheScarletKeysInv,69
破門而入 (2) [Rogue][event],,破門而入,,Rogue,None,None,2,2,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",技巧.,<b>調查</b>。將你的<agi>值加入你這次調查的技能值。如果你成功且超過難度至少1點，你可以自動躲避此地點的一名敵人。如果你成功且超過難度至少3點，當你的回合結束時將破門而入返回你的手牌。本行動不會引起趁亂攻擊。,"
要是你小心點，這就只是一次""進入""。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09074.png,1.25,0,118,Lake Hurwitz,TheScarletKeysInv,74
不留痕跡 (4) [Rogue][event],,不留痕跡,,Rogue,None,None,0,4,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",局勢. 技巧.,"快速。只能在你的回合中打出。
你所在地點每有一名消耗的非蜂擁敵人，選擇一個不同的選項：
<bul>獲得2資源。
<bul> 對該敵人造成2點傷害。
<bul> 發現你所在地點的1個線索。
<bul> 抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09078.png,1.25,0,118,Lin Hsiang,TheScarletKeysInv,78
真言術 [Mystic][event],,真言術,,Mystic,None,None,3,0,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",法術.,"特製。快速。只能在你的回合中打出。
疊加到你所在地點的一名非<b><i>精英</i></b>敵人。
<act>如果被疊加的敵人在你所在地點：<b>談判</b>。給它一個命令(每輪每命令限制1次) -
<bul> <i>""滾。""</i>此敵人朝你選擇的方向移動一次。
<bul> <i>""懦夫。""</i>消耗此敵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09081.png,1.25,0,118,Anders Finer,TheScarletKeysInv,81
悚異之始 [Mystic][event],,悚異之始,,Mystic,None,None,1,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",儀式.,你每擁有一個法術槽位，抽取1張卡牌(最多5張)。你每擁有一個已被佔用的法術槽位，選擇並丟棄1張你的手牌。,"
光影二者/
願黃昏生黎明；
世界輪迴/
終為永恆力量。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09086.png,1.25,0,118,Anders Finer,TheScarletKeysInv,86
爆裂護咒 [Mystic][event],,爆裂護咒,,Mystic,None,None,X,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",法術.,"在你打出爆裂護咒前，你可以從你的法術槽位丟棄任意張數的卡牌。
對一名與你交戰的非<b><i>精英</i></b>敵人造成X點傷害。X不能大於你擁有的空法術槽位。這次行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09087.png,1.25,0,118,Anders Finer,TheScarletKeysInv,87
咒死之絲 [Mystic][event],,咒死之絲,,Mystic,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",法術.,"<b>談判</b>。選擇你所在地點一名非<b><i>精英</i></b>敵人並且(選擇一項)：
<bul> 自動躲避該敵人，並在其上放置1個毀滅標記。本輪的剩餘時間裡其不能受到傷害。發現你所在地點的1個線索。
<bul> 如果該敵人上有毀滅標記，將其擊敗。每有1個曾在其上的毀滅標記，獲得1資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09088.png,1.25,0,118,Brian Valenzuela,TheScarletKeysInv,88
月光儀式 (2) [Mystic][event],,月光儀式,,Mystic,None,None,0,2,None,None,None,None,Agility,Intellect,Wild,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",法術. 洞察.,"快速。只能在你的回合中打出。
移除你所在地點一張非<b><i>精英</i></b>卡牌上的所有毀滅標記。","
""以月亮之名…""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09093.png,1.25,0,118,Andreia Ugrai,TheScarletKeysInv,93
解錮靈魂 (3) [Mystic][event],,解錮靈魂,,Mystic,None,None,0,3,None,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",勇氣.,你可以丟棄一張你控制的<b><i>法術</i></b>或<b><i>儀式</i></b>支援卡。從你的手牌或棄牌堆中打出一張<b><i>法術</i></b>或<b><i>儀式</i></b>卡，降低其資源費用3點。,"
力量攫獲了她，讓她渾身戰慄，痙攣。
能量與她融為一體，然後，
她睜開了雙眼……",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09095.png,1.25,0,118,Antonio José Manzanedo,TheScarletKeysInv,95
臨時陷阱 [Survivor][event],,臨時陷阱,,Survivor,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",臨時製品. 陷阱.,"特製。使用(2次數)。如果臨時陷阱沒有次數，將其丟棄。
疊加到你所在地點。
在疊加地點的每名非<b><i>精英</i></b>敵人-1攻擊和-1躲避。
<b>強制</b>-當一輪結束時：從臨時陷阱上移除1次數。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09100.png,1.25,0,118,Tiziano Baracchi,TheScarletKeysInv,100
窮途末路 [Survivor][event],,窮途末路,,Survivor,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 勇氣.,"快速。只能在你的回合中且最終密謀在場時才能打出。
抽取1張卡牌，獲得1資源並獲得額外1次行動。將窮途末路從遊戲中移除。","
""所以…我們該回頭了嗎？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09104.png,1.25,0,118,Roman Semenenko,TheScarletKeysInv,104
致命弱點 [Survivor][event],,致命弱點,,Survivor,None,None,2,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略. 技巧.,"快速。在你執行攻擊或躲避嘗試期間抽出混亂標記前，且這次檢定當前難度為0才能打出。
這次檢定自動成功。不結算這次檢定的基礎效果，改為丟棄被攻擊或躲避的敵人(如果其為<b><i>精英</i></b>，改為自動躲避它並對其造成3點傷害)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09105.png,1.25,0,118,Lin Hsiang,TheScarletKeysInv,105
有備而來 [Survivor][event],,有備而來,,Survivor,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",困境. 策略.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-選擇兩項技能(<wil>、<int>、<com>或<agi>)。直到調查階段結束，每名調查員每項所選的技能+1，並且其它技能-1。","
在這殘酷的生存難題中一定有某些明晰之虞。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09106.png,1.25,0,118,Lin Hsiang,TheScarletKeysInv,106
獵人或獵物 [Survivor][event],,獵人或獵物,,Survivor,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",困境. 策略.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-如果沒有敵人在場，抽取1張卡牌。否則，你必須決定(選擇一項)：
<bul> 每名未交戰的敵人朝最近的調查員移動一次。
<bul> 每位調查員與每名與其交戰的敵人解除交戰，並以遠離最近敵人的方向移動一次。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09107.png,1.25,0,118,David Hovey,TheScarletKeysInv,107
洞察明光 [Survivor][event],,洞察明光,,Survivor,None,None,2,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 技巧.,"快速。在你執行調查中抽出混亂標記前，並且這次檢定當前難度為0才能打出。
這次檢定自動成功。你發現此地點的額外1個線索，並發現任意地點的額外1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09108.png,1.25,0,118,Anders Finer,TheScarletKeysInv,108
十字路口 (1) [Survivor][event],,十字路口,,Survivor,None,None,-,1,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",困境. 洞察.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-選擇一位調查員並決定(選擇一項):
<bul> 所選的調查員必須立即進行一次行動，如同是在他的回合，然後隨機丟棄他的1張手牌。
<bul> 所選的調查員在他的下回合中失去1次行動，然後抽取3張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09109.png,1.25,0,118,Aleksander Karcz,TheScarletKeysInv,109
救生索 (1) [Survivor][event],,救生索,,Survivor,None,None,1,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",幸運.,"每回合最多1張。
快速。在調查員的回合將要結束時打出。
該調查員可以在其回合中進行額外X次行動。X為在他回合中他技能檢定失敗的次數。放逐救生索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09110.png,1.25,0,118,Robert Laskey,TheScarletKeysInv,110
野獸的本質 (1) [Survivor][event],,野獸的本質,,Survivor,None,None,-,1,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",困境. 洞察.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-翻開遭遇牌堆頂部3張卡牌。選擇一位調查員抽取其中1張翻開的卡牌，並丟棄其餘卡牌。然後，選擇一位調查員發現任意已揭示地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09111.png,1.25,0,118,David Hovey,TheScarletKeysInv,111
尋夢決意 (2) [Survivor][event],,尋夢決意,,Survivor,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",預言. 困境.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-翻開每位調查員牌堆頂部的卡牌並將其放置在一堆。再重複此步驟兩次。選擇三堆的其中一堆。每名調查員從該牌堆抽取各自的卡牌。將其它堆中的每張弱點混洗入其所有者的牌堆。將其它每張翻開的卡牌從遊戲中移除。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09115.png,1.25,0,118,Quintin Gleim,TheScarletKeysInv,115
廢物利用 (2) [Survivor][event],,廢物利用,,Survivor,None,None,0,2,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察.,"選擇你棄牌堆中一張<b><i>道具</i></b>支援卡。選擇一項：
<bul> 將該支援卡從遊戲中移除，並獲得等於其費用的資源。
<bul> 打出該支援卡<i>(支付其費用)</i>。","
你也覺得有點被拋棄。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09116.png,1.25,0,118,Robert Laskey,TheScarletKeysInv,116
命運多舛 (3) [Survivor][event],,命運多舛,,Survivor,None,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",困境. 幸運.,"每輪最多2張<b><i>困境</i></b>。
<b>顯現</b>-你必須決定(選擇一項)：
<bul> 在當前密謀上放置1個毀滅標記。每位調查員治癒3點傷害和3點恐懼。
<bul> 從當前密謀上移除1個毀滅標記。每名調查員受到1點直接傷害和1點直接恐懼。將命運多舛從遊戲中移除。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09118.png,1.25,0,118,Billy Norrby,TheScarletKeysInv,118
改良 [Neutral][event],,改良,,Neutral,None,None,3,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",供給. 雙倍.,"作為打出改良的額外費用，花費一次行動。
立即勾選一個你特製卡牌的升級卡上的勾選框，即使該特製卡牌不在場。
每位調查員每場遊戲最多一次。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09121.png,1.25,0,118,Drazenka Kimpel,TheScarletKeysInv,121
